规则编号,适用方向,依据字段,匹配方式,关键词,排除关键词,对手名称含,一级标签,二级标签,三级标签,优先级,备注
R0305,支出,摘要或备注,包含,招标,,,经营类,运营成本,其他运营成本,910,词库
R0306,支出,摘要或备注,包含,投标,,,经营类,运营成本,其他运营成本,910,词库
R0307,支出,摘要或备注,包含,审计,,,经营类,运营成本,其他运营成本,910,词库
R0308,支出,摘要或备注,包含,电信,,,经营类,运营成本,其他运营成本,910,词库
R0309,支出,摘要或备注,包含,卫生费,,,经营类,运营成本,其他运营成本,910,词库
R0310,支出,摘要或备注,包含,认证,,,经营类,运营成本,其他运营成本,910,词库
R0311,支出,摘要或备注,包含,保证金,,,经营类,运营成本,其他运营成本,910,词库
R0312,支出,摘要或备注,包含,顾问,,,经营类,运营成本,其他运营成本,910,词库
R0313,支出,摘要或备注,包含,账户费,,,经营类,运营成本,其他运营成本,910,词库
R0314,支出,摘要或备注,包含,短信,,,经营类,运营成本,其他运营成本,910,词库
R0315,支出,摘要或备注,包含,账务费,,,经营类,运营成本,其他运营成本,910,词库
R0316,支出,摘要或备注,包含,代账费,,,经营类,运营成本,其他运营成本,910,词库
R0317,支出,摘要或备注,包含,记账费,,,经营类,运营成本,其他运营成本,910,词库
R0318,支出,摘要或备注,包含,工本费,,,经营类,运营成本,其他运营成本,910,词库
R0319,支出,摘要或备注,包含,账薄,,,经营类,运营成本,其他运营成本,910,词库
R0320,支出,摘要或备注,包含,废水,,,经营类,运营成本,其他运营成本,910,词库
R0321,支出,摘要或备注,包含,做账费,,,经营类,运营成本,其他运营成本,910,词库
R0322,支出,摘要或备注,包含,验资费,,,经营类,运营成本,其他运营成本,910,词库
R0323,支出,摘要或备注,包含,商标费,,,经营类,运营成本,其他运营成本,910,词库
R0324,支出,摘要或备注,包含,公证费,,,经营类,运营成本,其他运营成本,910,词库
R0325,支出,摘要或备注,包含,环评,,,经营类,运营成本,其他运营成本,910,词库
R0326,支出,摘要或备注,包含,律师费,,,经营类,运营成本,其他运营成本,910,词库
R0327,支出,摘要或备注,包含,商标款,,,经营类,运营成本,其他运营成本,910,词库
R0328,支出,摘要或备注,包含,账套费,,,经营类,运营成本,其他运营成本,910,词库
R0329,支出,摘要或备注,包含,核查费,,,经营类,运营成本,其他运营成本,910,词库
R0330,支出,摘要或备注,包含,固话长途,,,经营类,运营成本,其他运营成本,910,词库
R0331,支出,摘要或备注,包含,账本费,,,经营类,运营成本,其他运营成本,910,词库
R0332,支出,摘要或备注,包含,网银服务费,,,经营类,运营成本,其他运营成本,910,词库
R0333,支出,摘要或备注,包含,证书,,,经营类,运营成本,其他运营成本,910,词库
R0334,支出,摘要或备注,包含,账户查询服务费,,,经营类,运营成本,其他运营成本,910,词库
R0335,支出,摘要或备注,包含,对公人民币转账,,,经营类,运营成本,其他运营成本,910,词库
R0336,支出,摘要或备注,包含,对公收费明细入帐,,,经营类,运营成本,其他运营成本,910,词库
R0337,支出,摘要或备注,包含,知识产权,,,经营类,运营成本,其他运营成本,910,词库
R0338,支出,摘要或备注,包含,移动扣费,,,经营类,运营成本,其他运营成本,910,词库
R0339,支出,摘要或备注,包含,网上银行服务费,,,经营类,运营成本,其他运营成本,910,词库
R0340,支出,摘要或备注,包含,批量扣费,,,经营类,运营成本,其他运营成本,910,词库
R0341,支出,摘要或备注,包含,自助交易费,,,经营类,运营成本,其他运营成本,910,词库
R0342,支出,摘要或备注,包含,网银证书费,,,经营类,运营成本,其他运营成本,910,词库
R0343,支出,摘要或备注,包含,USBKEY费,,,经营类,运营成本,其他运营成本,910,词库
R0344,支出,对手名称,包含,手续费,,,经营类,运营成本,其他运营成本,910,词库
R0345,支出,摘要或备注,包含,手续费,,,经营类,运营成本,其他运营成本,910,词库
R0346,支出,摘要或备注,包含,金卫士,,,经营类,运营成本,其他运营成本,910,词库
R0347,支出,摘要或备注,包含,年服务费,,,经营类,运营成本,其他运营成本,910,词库
R0348,支出,摘要或备注,包含,对公短信通,,,经营类,运营成本,其他运营成本,910,词库
R0349,支出,摘要或备注,包含,网银汇划费,,,经营类,运营成本,其他运营成本,910,词库
R0350,支出,摘要或备注,包含,专利费,,,经营类,运营成本,其他运营成本,910,词库
R0351,支出,摘要或备注,包含,软件企业评估,,,经营类,运营成本,其他运营成本,910,词库
R0352,支出,摘要或备注,包含,环境评,,,经营类,运营成本,其他运营成本,910,词库
R0353,支出,摘要或备注,包含,技术监督,,,经营类,运营成本,其他运营成本,910,词库
R0354,支出,摘要或备注,包含,检测费,,,经营类,运营成本,其他运营成本,910,词库
R0355,支出,摘要或备注,包含,检验费,,,经营类,运营成本,其他运营成本,910,词库
R0356,支出,摘要或备注,包含,检验款,,,经营类,运营成本,其他运营成本,910,词库
R0357,支出,摘要或备注,包含,检测款,,,经营类,运营成本,其他运营成本,910,词库
R0358,支出,摘要或备注,包含,检测报告费,,,经营类,运营成本,其他运营成本,910,词库
R0359,支出,摘要或备注,包含,法律服务,,,经营类,运营成本,其他运营成本,910,词库
R0360,支出,对手名称,包含,会计师事务所,,,经营类,运营成本,其他运营成本,910,词库
R0361,支出,对手名称,包含,税务师事务所,,,经营类,运营成本,其他运营成本,910,词库
R0362,支出,对手名称,包含,认证,,,经营类,运营成本,其他运营成本,910,词库
R0363,支出,对手名称,包含,知识产权,,,经营类,运营成本,其他运营成本,910,词库
R0364,支出,对手名称,包含,检测,,,经营类,运营成本,其他运营成本,910,词库
R0365,支出,对手名称,包含,检验,,,经营类,运营成本,其他运营成本,910,词库
R0366,支出,对手名称,包含,律师,,,经营类,运营成本,其他运营成本,910,词库
R0367,支出,摘要或备注,包含,税控盘,,,经营类,运营成本,其他运营成本,910,词库
R0368,支出,摘要或备注,包含,商标变更,,,经营类,运营成本,其他运营成本,910,词库
R0369,支出,摘要或备注,包含,商标注册,,,经营类,运营成本,其他运营成本,910,词库
R0370,支出,摘要或备注,包含,商标申请,,,经营类,运营成本,其他运营成本,910,词库
R0371,支出,对手名称,包含,招标,,,经营类,运营成本,其他运营成本,910,词库
R0372,支出,对手名称,包含,投标,,,经营类,运营成本,其他运营成本,910,词库
R0373,支出,摘要或备注,包含,建账费,,,经营类,运营成本,其他运营成本,910,词库
R0374,支出,摘要或备注,包含,建帐费,,,经营类,运营成本,其他运营成本,910,词库
R0375,支出,对手名称,包含,单位结算记录类业务资信证明收入,,,经营类,运营成本,其他运营成本,910,词库
R0376,支出,对手名称,包含,对公工行证书收入,,,经营类,运营成本,其他运营成本,910,词库
R0377,收入,摘要或备注,包含,票据,,,经营类,票据及贸易融资,票据及贸易融资收入,900,词库
R0378,收入,摘要或备注,包含,电子收据,,,经营类,票据及贸易融资,票据及贸易融资收入,900,词库
R0379,收入,摘要或备注,包含,电票款,,,经营类,票据及贸易融资,票据及贸易融资收入,900,词库
R0380,收入,摘要或备注,包含,电子票款,,,经营类,票据及贸易融资,票据及贸易融资收入,900,词库
R0381,收入,摘要或备注,包含,电子票务款,,,经营类,票据及贸易融资,票据及贸易融资收入,900,词库
R0382,收入,摘要或备注,包含,同城票交,,,经营类,票据及贸易融资,票据及贸易融资收入,900,词库
R0383,收入,摘要或备注,包含,银行承兑,,,经营类,票据及贸易融资,票据及贸易融资收入,900,词库
R0384,收入,摘要或备注,包含,银承,,,经营类,票据及贸易融资,票据及贸易融资收入,900,词库
R0385,收入,摘要或备注,包含,商承汇票,,,经营类,票据及贸易融资,票据及贸易融资收入,900,词库
R0386,收入,摘要或备注,包含,承兑汇票,,,经营类,票据及贸易融资,票据及贸易融资收入,900,词库
R0387,收入,摘要或备注,包含,贴现,,,经营类,票据及贸易融资,票据及贸易融资收入,900,词库
R0388,收入,摘要或备注,包含,信用证,,,经营类,票据及贸易融资,票据及贸易融资收入,900,词库
R0389,收入,摘要或备注,包含,出口押汇,,,经营类,票据及贸易融资,票据及贸易融资收入,900,词库
R0390,收入,摘要或备注,包含,进口押汇,,,经营类,票据及贸易融资,票据及贸易融资收入,900,词库
R0391,收入,摘要或备注,包含,无偿交单,,,经营类,票据及贸易融资,票据及贸易融资收入,900,词库
R0392,收入,摘要或备注,包含,无偿放单,,,经营类,票据及贸易融资,票据及贸易融资收入,900,词库
R0393,收入,摘要或备注,包含,商票,,,经营类,票据及贸易融资,票据及贸易融资收入,900,词库
R0394,收入,摘要或备注,包含,银票,,,经营类,票据及贸易融资,票据及贸易融资收入,900,词库
R0395,收入,对手名称,包含,票据,,,经营类,票据及贸易融资,票据及贸易融资收入,900,词库
R0396,收入,对手名称,包含,银承,,,经营类,票据及贸易融资,票据及贸易融资收入,900,词库
R0397,收入,摘要或备注,包含,提回贷记,,,经营类,票据及贸易融资,票据及贸易融资收入,900,词库
R0398,支出,摘要或备注,包含,电子退库,,,经营类,税收成本,纳税,900,词库
R0399,支出,摘要或备注,包含,退税,,,经营类,税收成本,纳税,900,词库
R0400,支出,摘要或备注,包含,个税,,,经营类,税收成本,纳税,900,词库
R0401,支出,摘要或备注,包含,房产税,,,经营类,税收成本,纳税,900,词库
R0402,支出,摘要或备注,包含,城市维护建设税,,,经营类,税收成本,纳税,900,词库
R0403,支出,摘要或备注,包含,城市建设税,,,经营类,税收成本,纳税,900,词库
R0404,支出,摘要或备注,包含,所得税,,,经营类,税收成本,纳税,900,词库
R0405,支出,摘要或备注,包含,印花税,,,经营类,税收成本,纳税,900,词库
R0406,支出,摘要或备注,包含,购置税,,,经营类,税收成本,纳税,900,词库
R0407,支出,摘要或备注,包含,国税,,,经营类,税收成本,纳税,900,词库
R0408,支出,摘要或备注,包含,地税,,,经营类,税收成本,纳税,900,词库
R0409,支出,摘要或备注,包含,税款,,,经营类,税收成本,纳税,900,词库
R0410,支出,摘要或备注,包含,交税,,,经营类,税收成本,纳税,900,词库
R0411,支出,摘要或备注,包含,缴税,,,经营类,税收成本,纳税,900,词库
R0412,支出,摘要或备注,包含,税金,,,经营类,税收成本,纳税,900,词库
R0413,支出,摘要或备注,包含,税费,,,经营类,税收成本,纳税,900,词库
R0414,支出,摘要或备注,包含,增值税,,,经营类,税收成本,纳税,900,词库
R0415,支出,摘要或备注,包含,报税,,,经营类,税收成本,纳税,900,词库
R0416,支出,摘要或备注,包含,税收,,,经营类,税收成本,纳税,900,词库
R0417,支出,摘要或备注,包含,纳税,,,经营类,税收成本,纳税,900,词库
R0418,支出,摘要或备注,包含,扣税,,,经营类,税收成本,纳税,900,词库
R0419,支出,摘要或备注,包含,关税,,,经营类,税收成本,纳税,900,词库
R0420,支出,对手名称,包含,待核对户,,,经营类,税收成本,纳税,900,词库
R0421,支出,对手名称,包含,待对帐户,,,经营类,税收成本,纳税,900,词库
R0422,支出,对手名称,包含,财库联网,,,经营类,税收成本,纳税,900,词库
R0423,支出,摘要或备注,包含,Dshui,,,经营类,税收成本,纳税,900,词库
R0424,支出,摘要或备注,包含,Gshui,,,经营类,税收成本,纳税,900,词库
R0425,支出,摘要或备注,包含,TIPS税,,,经营类,税收成本,纳税,900,词库
R0426,支出,对手名称,包含,待报解,,,经营类,税收成本,纳税,900,词库
R0427,支出,对手名称,包含,税务局,,,经营类,税收成本,纳税,900,词库
R0428,支出,摘要或备注,包含,税务局,,,经营类,税收成本,纳税,900,词库
R0429,支出,摘要或备注,包含,三代手续费,,,经营类,税收成本,纳税,900,词库
R0430,支出,对手名称,包含,公积金,,,经营类,人力成本,公积金,890,词库
R0431,支出,对手名称,包含,住房公积,,,经营类,人力成本,公积金,890,词库
R0432,支出,摘要或备注,包含,公积,,,经营类,人力成本,公积金,890,词库
R0433,收入,摘要或备注,包含,货币兑换,,,经营类,外汇业务,外汇业务收入,890,词库
R0434,收入,摘要或备注,包含,结汇,,,经营类,外汇业务,外汇业务收入,890,词库
R0435,收入,摘要或备注,包含,售汇,,,经营类,外汇业务,外汇业务收入,890,词库
R0436,收入,摘要或备注,包含,购汇,,,经营类,外汇业务,外汇业务收入,890,词库
R0437,收入,摘要或备注,包含,外汇,,,经营类,外汇业务,外汇业务收入,890,词库
R0438,收入,对手名称,包含,待核查,,,经营类,外汇业务,外汇业务收入,890,词库
R0439,收入,摘要或备注,包含,核查解付,,,经营类,外汇业务,外汇业务收入,890,词库
R0440,收入,摘要或备注,包含,汇入解付,,,经营类,外汇业务,外汇业务收入,890,词库
R0441,收入,摘要或备注,包含,信用卡,,,筹资类,信用卡交易,信用卡转入,880,词库
R0442,收入,对手名称,包含,信用卡,,,筹资类,信用卡交易,信用卡转入,880,词库
R0443,支出,对手名称,包含,小额贷款,,,筹资类,民间借贷,偿还小贷借款,880,词库
